gene,SubGroup-20220427-060001_log2FoldChange,SubGroup-20220427-060001_padj,SubGroup-20220430-004133_log2FoldChange,SubGroup-20220430-004133_padj,SubGroup-20220429-185614_log2FoldChange,SubGroup-20220429-185614_padj,SubGroup-20220421-205602_log2FoldChange,SubGroup-20220421-205602_padj,SubGroup-20220421-025501_log2FoldChange,SubGroup-20220421-025501_padj,SubGroup-20220429-003157_log2FoldChange,SubGroup-20220429-003157_padj,SubGroup-20220425-064702_log2FoldChange,SubGroup-20220425-064702_padj,SubGroup-20220429-130636_log2FoldChange,SubGroup-20220429-130636_padj,SubGroup-20220425-081002_log2FoldChange,SubGroup-20220425-081002_padj,SubGroup-20220419-183523_log2FoldChange,SubGroup-20220419-183523_padj,SubGroup-20220323-140755_log2FoldChange,SubGroup-20220323-140755_padj,SubGroup-20220324-071315_log2FoldChange,SubGroup-20220324-071315_padj,SubGroup-20220322-054649_log2FoldChange,SubGroup-20220322-054649_padj,SubGroup-20220425-114106_log2FoldChange,SubGroup-20220425-114106_padj,SubGroup-20220419-223032_log2FoldChange,SubGroup-20220419-223032_padj,SubGroup-20220324-221313_log2FoldChange,SubGroup-20220324-221313_padj,SubGroup-20220418-141453_log2FoldChange,SubGroup-20220418-141453_padj,SubGroup-20220423-160346_log2FoldChange,SubGroup-20220423-160346_padj,SubGroup-20220321-233956_log2FoldChange,SubGroup-20220321-233956_padj,SubGroup-20220423-200800_log2FoldChange,SubGroup-20220423-200800_padj,SubGroup-20220428-164506_log2FoldChange,SubGroup-20220428-164506_padj,SubGroup-20220419-225028_log2FoldChange,SubGroup-20220419-225028_padj,SubGroup-20220325-000524_log2FoldChange,SubGroup-20220325-000524_padj,SubGroup-20220501-032700_log2FoldChange,SubGroup-20220501-032700_padj,SubGroup-20220428-005140_log2FoldChange,SubGroup-20220428-005140_padj,SubGroup-20220415-113944_log2FoldChange,SubGroup-20220415-113944_padj,SubGroup-20220422-183229_log2FoldChange,SubGroup-20220422-183229_padj,SubGroup-20220322-212513_log2FoldChange,SubGroup-20220322-212513_padj,SubGroup-20220322-144533_log2FoldChange,SubGroup-20220322-144533_padj,SubGroup-20220415-113406_log2FoldChange,SubGroup-20220415-113406_padj,SubGroup-20220423-182806_log2FoldChange,SubGroup-20220423-182806_padj,SubGroup-20220423-120742_log2FoldChange,SubGroup-20220423-120742_padj,SubGroup-log2FC_median,SubGroup-log2FC_mean,NT-TP_log2FoldChange,pvalue,type,SUPPORT,CONFIDENCE,LIFT,COUNT
BGN,,,,,,,-1.0422439360192035,1.822865731875967e-13,,,1.7041290898676686,4.1038957663940057e-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3603948953628568,2.042718394096484e-27,,,,,,,1.0191557672669471,5.9250973004852896e-15,,,1.0304882897938554,1.1232362296950701e-15,1.1089459481924888,1.300313735202652e-16,9.4105835244041e-14,0.398528465728069,-0.21906153486657012,0.06477322975946932,Colorectal Neoplasms,0.00011458063487635254,0.9583333333333334,1.1339186595067856,23.0
BHLHE22,1.1118328498896886,3.475764242251163e-16,,,,,,,,,1.5835878248899005,8.499500821375016e-29,,,,,,,,,,,,,,,,,,,1.017817231269045,2.423744818104307e-14,,,,,,,,,,,,,,,,,1.0527074766088895,8.783155773921545e-13,,,,,,,1.0785854068299927,1.0174808465614774e-14,,,,,1.0093421060628247,4.124953534396847e-12,0.5046710530334748,0.5660418421991426,,,,,,,
BHLHE41,,,,,-1.0399612165440195,1.928254984384804e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5199806082720001,-0.5199806082720001,,,,,,,
BHMT2,1.58846000193828,1.422904949830506e-23,,,,,,,,,2.5969267974119457,9.848392458997074e-58,1.1225121753999217,8.33000183607028e-14,,,1.025072537152192,2.4079182284276048e-11,1.069049132588505,3.199046315040825e-12,1.1878645128346206,8.997543547949502e-14,1.1635643371473563,1.5704646211250052e-15,,,,,,,1.5175152720372331,4.344800524629198e-22,,,1.2397987911144466,3.92591421635359e-17,,,,,1.6088900308558205,3.2349402575073713e-26,,,,,1.020335347847762,4.7898622437356526e-14,1.8995312010583176,3.162262983149213e-30,,,,,,,1.7865963370717306,3.4285602881560925e-29,,,1.7537093983661642,1.0903339232901539e-29,1.6581963671978843,3.130999116436136e-22,0.5101676739359206,0.7338125778705032,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
BICC1,1.1104853164884323,9.756591438227037e-14,,,,,,,,,1.99693324392114,2.2481831342954119e-35,,,,,,,,,,,,,,,,,,,1.0986242434602718,5.751015000100676e-14,,,,,,,,,1.1148115185439096,6.7113222386391226e-15,,,,,,,1.499087083254626,2.3682445133121203e-22,,,,,,,1.3206985183920394,5.719700458121534e-19,,,1.1890885530753157,9.732693892438404e-16,1.1536980145284523,2.184350622848427e-13,0.5493121217302451,0.6489846243173419,,,,,,,
BIRC3,,,-1.2004490635101923,1.0390266885819157e-21,-1.0604873080017472,4.2778772865144836e-16,-1.0520903315737349,7.455902824196019e-17,-1.086921557037981,1.562226971687293e-17,,,,,,,,,,,,,,,-1.0265366414337391,1.8267356378468744e-16,-1.063251251830963,4.89645151689436e-17,-1.366684563645242,2.5032530140210262e-30,,,,,,,,,,,,,-1.0658108944114848,3.058946463332464e-17,,,,,,,,,-1.0491176790649863,9.485238475586311e-17,,,,,,,,,,,-0.5132683207168696,-0.5518219795382601,-0.4489702265030598,0.011550648686588113,Colorectal Neoplasms,0.00027399717035649524,0.8870967741935484,1.0496301757005309,55.0
BIRC7,,,,,,,,,,,,,,,,,,,,,1.2381943229721235,4.602328091290366e-07,,,,,,,,,1.0444840868071068,2.655672692269693e-05,1.0373665447376506,2.3703052649941983e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1.114631914666698,4.381437881198018e-06,,,0.5186965507322866,0.5503809468184587,,,Colorectal Neoplasms,0.00013948946854512484,0.9333333333333333,1.1043381727370434,28.0
BLK,,,,,,,-2.0142543234114525,3.61642486145072e-14,,,2.5409963484314084,3.78130000653358e-21,,,-1.403257030882879,8.06633636924933e-08,,,,,,,,,,,-1.1171038885866733,1.7787363345587227e-05,-1.2214241327372592,2.142527078189444e-06,,,,,,,,,,,,,,,-1.0429818118278964,0.0001388685523122,,,1.0729829309349754,3.9164996178270136e-05,,,,,-1.285433727645909,1.0419949898793249e-06,,,,,,,1.4643951519388398,7.781647649961314e-09,4.4222505671227305e-08,-0.15820428135186254,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
BMP3,2.101214312430382,3.193166918884119e-16,,,,,,,,,1.5625644157808791,3.1226582079935166e-08,,,,,,,,,1.1556817757888722,1.6375239350494843e-05,,,1.0995691348865275,1.9129829100838375e-05,,,,,1.1410241103152978,1.4511324416940296e-05,,,,,,,,,1.442860083594239,2.8935354298507845e-08,,,,,,,1.3640985806357802,5.730812196248673e-07,,,,,,,1.355563633527503,5.458755416016872e-07,,,1.4938086722581916,7.998732307757583e-09,1.6025794562410338,5.880168895436157e-10,0.5497941323578142,0.7080385481864206,,,Colorectal Neoplasms,0.0001693800689476516,1.0,1.1832194707896893,34.0
BMPR1B,,,,,-1.630964671677704,2.1362107268685904e-12,,,-1.6834024243693106,1.1445227706738078e-13,1.2757198975449096,1.956018728289833e-08,,,,,,,,,,,-1.225549500656084,6.67927793484837e-07,-1.141087812211578,2.249413061706863e-06,,,,,,,,,,,-1.2221980433145392,2.741128193593726e-07,,,,,-1.2908607234872234,2.679533494875525e-08,,,-1.1430876997301918,1.800369469293516e-06,,,,,-1.2796944317922625,4.0409956540958063e-08,-1.6061876926831786,2.5803293688232447e-12,,,-1.0934555281903782,4.15804563146901e-06,,,,,1.1253315019679855e-12,-0.5235112779968404,0.6212992941924719,0.05415862232985117,Colorectal Neoplasms,2.989060040252675e-05,1.0,1.1832194707896893,6.0
BMX,,,,,-1.090926010261089,4.614056521516258e-08,,,-1.3536104480505846,8.398154848922048e-13,1.3616992666831451,1.745178990444813e-11,,,-1.040794140372385,1.718576462451401e-07,,,,,,,,,,,-1.1044707521734356,2.2298959161824288e-08,,,,,,,-1.0182192666647134,6.552360257041369e-07,-1.119616988290837,1.9117445811123705e-08,,,,,,,,,,,,,,,,,-1.5981627238394331,1.1992036885421389e-17,,,,,,,,,4.199137384645451e-13,-0.4096529498999987,0.7105841998531376,0.004535733785201488,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0
BNC2,1.0712276461553196,2.110277287179193e-18,,,,,-1.0883133991336549,6.988669291283969e-19,,,2.22561640819634,2.491610208502392e-66,,,,,,,,,,,,,,,,,,,1.0115101738536805,7.444800991834137e-16,,,,,,,,,1.0958915642336036,8.255697527936894e-21,,,,,,,1.5619585731501158,1.8919746066373323e-34,,,,,,,1.2773816285958637,4.002050940805281e-25,,,1.2081601130592912,6.917009450483363e-23,1.2905286631808548,1.1799054031222058e-22,3.7329518823529646e-16,0.5081032300679693,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
BOC,1.3087099777787867,2.1878534305947222e-24,,,,,,,,,2.3551932296781404,1.804486399755474e-76,,,,,,,,,1.0743730634582809,1.528951526869777e-17,,,,,,,,,1.2957498349395222,2.8423572646592463e-25,,,,,,,,,1.4968426725104411,3.7628224906714945e-39,,,,,,,1.707525420131715,5.6853043909072324e-37,,,,,,,1.5794884194088523,1.385309472777974e-36,,,1.564920852003257,9.268262687941724e-38,1.553986413614473,3.6947690120977125e-30,0.5371865317291404,0.7617882323817163,-0.2133572735630601,0.043561821412318624,,,,,
BRSK1,,,,,,,,,,,1.0087107021756838,9.00289055372476e-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.071766548327388,6.1405606866126254e-21,,,,,,,1.071169456518078,1.585584364824544e-20,,,,,,,0.5043553510878419,0.5222860083012845,,,Colorectal Neoplasms,9.963533467508918e-06,0.6666666666666666,0.7888129805264594,2.0
BRSK2,1.1038498335470328,1.792883586413757e-05,,,1.2180265410219653,1.3258585701585378e-06,1.2809623437466542,2.779254046145807e-07,1.299782022478066,1.422132711708041e-07,,,1.2763827705852675,3.6819260603669246e-07,1.2053254038846546,1.2871716434650343e-06,1.112774725739328,1.1772103306822652e-05,1.03083982737923,7.075691457317595e-05,1.134890771249092,1.422755850910871e-05,1.120568726177443,3.3991175434443374e-05,1.2756548775085,7.684842599234427e-07,1.0065587367147946,9.383405827672818e-05,,,1.1885906051958208,3.76254365233163e-06,1.23339462968704,1.5035068332907616e-06,1.3529016484509633,1.1032901356168378e-07,1.26071346897876,6.644168824562824e-07,,,1.1311517079552722,1.4455498555473633e-05,1.497213768000092,1.332861250071808e-09,1.293483839386076,3.242957795197187e-07,1.5420336608761935,7.172521852168438e-10,,,1.0985888247500917,1.5572723673193947e-05,1.1997017284439662,1.966241995851438e-06,1.6833285905722346,2.6854156362825093e-12,1.0351762742444213,7.770027372466181e-05,1.4190619489915204,1.4448727460253982e-08,1.08608789077018,1.7692526091749774e-05,,,0.5033262853865357,0.6149198471900122,,,,,,,
BSN,1.3162018369456263,9.708252247568676e-12,,,,,,,,,,,1.1072568211781868,9.030954392696613e-09,,,1.584462841106112,1.8371188080753083e-18,1.0958789355964187,1.1094748525492804e-08,,,1.39144096811839,4.519681180104558e-12,1.469015133988738,1.2520648289803867e-14,,,,,1.446672179920076,3.84426408178374e-14,,,1.3785082720898525,5.773176424241122e-13,,,1.014604072772086,1.1060871459767279e-07,1.40014487742575,3.3307159554387e-13,1.3378151844120587,4.059193526906589e-13,,,1.4961798870904153,1.4940627755906822e-15,1.5617696678662083,2.970156306525192e-17,,,,,1.267701584993946,3.016983159123288e-12,1.4885734263032049,7.12223247877756e-15,1.3901896975902717,8.148387170741468e-14,1.6065245655026068,2.6216430233873417e-18,1.5690996295144002,5.906622064478104e-17,0.5073020916904003,0.6872795082394019,,,,,,,
BST1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0662622776192434,5.579362078738667e-12,,,,,,,,,,,,,,,0.5331311388124114,0.5331311388124114,,,,,,,
BST2,,,-1.2662151283034362,1.7670082216294078e-13,-1.0715117776000798,3.025453112921026e-10,-1.0416626410476688,5.6691868625228405e-09,,,,,,,-1.3934534538786874,1.0312989137724014e-17,,,,,,,,,,,-1.0974237557546132,1.8785108291336964e-11,-1.4751221846781797,3.4497549489265543e-19,,,,,,,,,-1.0548308470374923,7.046118206296028e-10,,,-1.0733149335693737,8.959977174264371e-11,,,,,,,,,,,,,,,,,,,,,-0.5208313205238344,-0.5879038844475565,,,Colorectal Neoplasms,3.487236713628121e-05,1.0,1.1832194707896893,7.0
BTBD19,,,,,,,,,,,1.397606450968947,5.913572967353661e-31,,,,,,,1.0429480716398358,7.470607562743591e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0859191045247754,2.646255966433404e-18,,,1.0825874077068982,6.239110499877347e-19,1.0768846550236535,3.2758066571751636e-17,0.5214740358199179,0.5643108841530934,,,,,,,
BTK,,,,,,,-1.0933835024547571,8.909853794769521e-14,,,1.590475770441054,6.071485748984135e-30,,,-1.0453380403266348,1.1048601443845946e-16,,,,,,,,,,,,,-1.2001033946417434,2.4306754250290484e-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2153380160888116e-23,-0.19426101855355463,,,Colorectal Neoplasms,6.476296753880796e-05,0.9285714285714286,1.0987037943047115,13.0
BTLA,,,,,,,-1.2773073500675516,9.222878370467432e-16,,,1.3274745950014093,1.6528897842595868e-15,,,-1.0434086784641483,2.249155322399031e-11,,,,,,,,,,,,,-1.1241880617229727,7.34187528991673e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2875888106531649e-15,-0.23526994391452158,,,Colorectal Neoplasms,2.989060040252675e-05,0.8571428571428571,1.0141881178197336,6.0
BTNL8,-1.1222571741856864,5.113667802132913e-07,,,-1.1932810615513427,2.3470550372480483e-08,,,-1.303994972016505,2.92393320033705e-10,,,-1.534965970324314,6.572677342556575e-13,-1.21114244325705,5.594264856663233e-09,-1.357985883732805,7.102858448631063e-10,-1.4279069057972336,7.109385492798853e-11,-1.400256264124602,3.380654047953075e-10,-1.3628536791618626,4.1068696005714385e-09,-1.4753519097386087,8.04068503088006e-12,-1.4469979879663235,7.410519627785815e-12,,,-1.2600310243256707,2.2554002477035203e-08,-1.4865011458420876,6.177575770273162e-12,-1.4957946937184008,1.1081571129152066e-11,-1.253213562689149,8.119292090385867e-09,-1.065312319324278,1.0825095170839864e-06,-1.218190932315013,5.0041057251085917e-08,-1.4728878877891245,2.18375537075512e-12,,,-1.488918728976051,6.342717627178805e-12,-1.0562477834210926,2.1053384388810022e-06,-1.0809357632677947,5.7862022984483e-07,-1.2951484020000286,1.2994404810541086e-09,-1.2120418774230113,1.4145500009272414e-08,-1.3508891990608212,1.1686938677727991e-09,-1.4249561515333469,2.2731902384718864e-11,-1.316343881339177,1.1102468851787116e-09,-1.0670584772097695,1.5708231085622954e-06,-0.5281238917102177,-0.6529015271283073,,,,,,,
BVES,,,,,,,,,,,1.795274701199636,2.468460237259198e-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.143212983918963,4.652238821022959e-20,,,,,,,1.3139265753158167,8.164580008599105e-23,,,,,,,1.065960233786733,1.6143076208176906e-15,,,1.044331537876535,1.5968511523578872e-15,1.0396611655731798,4.5666562199145515e-14,0.5198305827866128,0.6093998292659635,,,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0
BZRAP1,,,,,,,1.040780672632326,1.2970311236746033e-06,,,,,,,1.3279959650010291,6.789100955880492e-10,,,,,,,,,,,1.0990960039163131,6.408245413333664e-07,,,,,,,,,,,,,,,,,1.1560096215186964,2.0583473996045198e-07,1.0196590781374997,5.957970877930216e-06,,,1.233011203479511,1.7854716072085993e-08,,,1.1705162365741326,7.583906635849324e-08,,,,,,,,,0.5098325180541888,0.5704606330231782,0.8572104743923201,0.0017378549167161807,,,,,
C10orf10,,,,,,,-1.1979580383287989,8.318171126267439e-20,,,1.38050774455552,3.3343302322474396e-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1590855631337194e-20,0.036509941245344235,0.27412827315266375,0.05360930300223227,,,,,
C10orf11,1.30536786931572,3.1044724437900843e-12,1.565639313429281,1.640304044230485e-18,1.340566211760691,6.260751934788177e-14,,,1.1370971559871714,6.177537480926693e-10,,,1.0871511498093351,4.926075630875224e-09,,,1.219043329588182,1.8895875951539105e-11,1.0267835300901331,6.717034660716777e-08,1.2293299832079638,1.0974669481307279e-10,1.2952407029082451,2.0304050741339168e-11,1.6820724589434366,2.3906852585964014e-20,1.249081341134249,1.0248186562178031e-11,1.4355776865029013,5.61822674248312e-16,1.1670608690163975,4.1716669587158887e-10,1.1996751949566145,2.054535721517817e-10,1.1204554989643032,3.1426724149069413e-09,1.1295442552182495,3.5719177492852083e-09,1.010602780518071,1.565003957327335e-07,1.5176450186971235,9.197550358082031e-17,1.4005477100970845,1.3863751600113584e-14,,,1.1302712145418103,2.780507566731752e-09,1.4835405282228946,3.4336922961676925e-17,,,1.4339402251476825,2.994936153810563e-15,,,1.459244661387233,3.1540221529324373e-15,1.4018182772011454,2.4607964841983325e-14,1.0761652881938806,7.703741630732391e-09,,,0.5053014685092334,0.6393875288342642,,,,,,,
C10orf128,,,,,,,,,,,1.5632221702367104,1.3133821591428497e-21,,,,,,,,,,,,,,,,,-1.039977061592319,1.1581860795029313e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.790930463183765e-14,0.10464902172891306,0.33660398338068165,0.03593236363257109,,,,,
C10orf72,,,,,,,,,,,1.5615837771604053,2.774668205670192e-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.096982992965991,1.1511738663065594e-22,,,,,,,,,,,,,1.0345853569757564,1.1095264901800435e-20,0.5172926784878782,0.6014921150842901,,,,,,,
C10orf82,1.3037936069851417,2.7807589120424617e-05,1.3894689127869275,1.3780067643600924e-05,1.095205278316034,0.0007998726879468,2.1335837091933083,1.826030108565188e-12,1.5120096541637662,1.4869176232628936e-06,,,1.1626402748548608,0.0001436990428236,1.811633936155672,5.516404083371166e-09,1.7098370035881951,5.3155980376781335e-09,1.2514318834228684,4.950948560793592e-05,1.4514087916760938,3.876099005015744e-06,2.2888080085349327,1.1084867270921313e-13,1.4613951496848887,4.21926376942791e-06,1.5487146883443923,6.487018236822597e-07,1.6235808165052852,2.943729079757309e-07,1.5921914752545778,1.1440078600304065e-07,1.4610918463505158,2.600310827810261e-06,1.9305645289512552,9.23343677322966e-11,1.4481714128468042,4.516833827796715e-06,1.6014590488744398,2.5854291838986585e-07,1.3946852572482755,8.93412495363738e-06,1.397816534393297,9.071746590475511e-06,1.4560688756013134,5.49008935194886e-06,2.226806382413264,6.513456750210816e-14,,,1.256636409864495,0.0001000392588516,1.2275551830871247,0.0001234101849477,2.0212460328742243,2.0073373239445022e-11,1.5871132149413925,2.153847588693904e-07,1.4076961680584716,6.887763798029064e-06,1.64146798085307,2.328412626725856e-08,1.176644308846201,7.98326092179278e-05,0.5480025755019904,0.7724609106538151,,,,,,,
C10orf99,,,1.022867366975602,4.428590776079396e-06,,,,,,,,,,,,,,,,,,,,,,,,,1.088428840016897,2.344210867705439e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5114358977831891,0.5245473535575103,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
C11orf41,-1.0911906776634597,3.913355055995022e-06,-2.083163345423829,2.140910101727246e-20,-1.5637453276330708,4.0978373264532555e-11,-1.4866561222260315,2.917724955437161e-10,-1.731325168213541,4.808414276260045e-14,,,-1.327643093485291,5.35067079194371e-09,-1.5886375790473444,1.2769146711069103e-11,,,-1.0215720551122986,1.6037353830003317e-05,-1.070757323834141,8.051563746528661e-06,-1.142427083868762,2.6576509597433714e-06,-1.579474159582024,7.384414905628892e-12,-1.7240500262020764,3.460833475506438e-14,-1.778254627308116,2.1639973643135992e-14,,,-1.3566206881486722,4.599781074984998e-09,,,-1.725400344267178,2.1920267846425883e-14,-1.7703050783838563,6.382840449311434e-15,-1.0041506163102614,2.862963480909562e-05,-1.7272846060268787,2.8094972906313772e-14,-1.5354338128911067,8.775261760627659e-11,-1.2712524881350982,4.924612103932767e-08,,,-1.9480650848077337,7.039307091347739e-18,-1.720907523361081,2.6614945318025966e-14,-1.312586679875656,2.3304663228117346e-08,,,-1.4823663903437707,1.2171550361846647e-10,,,,,-0.5020753081551307,-0.7458221599527388,,,,,,,
C11orf53,-1.0530414584219825,4.558206330767026e-06,,,,,,,,,,,-1.2021368409913664,5.496922638321133e-08,,,-1.156391513210436,2.182604007238317e-07,-1.1903241593923373,1.1612696452513404e-07,-1.180323739790581,2.317290132020646e-07,-1.0347635750233766,1.2575819196310009e-05,-1.000768142281958,1.3391986178923049e-05,,,,,-1.2748160368436188,1.4094491469066749e-08,-1.1538526185621512,2.640565485710606e-07,-1.2448572078943614,2.5807291717159706e-08,-1.2154633408358826,3.128518982789481e-08,,,,,,,,,-1.1811544904017344,1.0986572549494897e-07,-1.1145440828873028,8.868169902234844e-07,,,,,,,-1.1919264652503074,2.1124817378589517e-07,-1.0787623947625635,1.361269557273969e-06,-1.2490226161436928,1.6973994391512298e-08,-1.214251773218315,7.16036171070964e-08,-0.5003840640937333,-0.5781928679967661,,,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0
C11orf63,,,,,,,,,,,,,,,,,1.2446693866415195,3.4908899171735727e-15,1.0125078841042716,1.2366930383878594e-09,,,1.039003013537798,1.9083410344575046e-09,1.0969003632175007,3.794537040001966e-11,,,,,,,,,,,,,,,1.3239151692369635,4.113790019580137e-16,,,,,1.0786250660220666,4.3825490922799705e-11,1.4376417202617124,5.071789083348226e-20,,,,,,,1.2530530908708304,5.007880484658416e-14,,,1.289173570220529,9.331075028132537e-16,1.1728160565186174,1.3765258286105317e-12,0.5062539430063063,0.5930742508031596,,,,,,,
C11orf86,-1.2997527580754846,4.194138858137602e-06,,,-1.2857356565748097,7.035492017478348e-07,-1.3635756041999814,2.769112310256736e-06,,,,,-1.6940568347268052,3.817881585360276e-10,-1.3132467271621635,1.9844215315306367e-07,-1.7361001730284424,4.2695620967623134e-10,-1.694817172676909,8.06939841395829e-10,-1.0307174875819145,0.0005099048532547,-1.4320331294124833,1.1565668591382265e-06,-1.905462855222296,1.9220170863309897e-13,-1.7703857346036906,8.161586190853204e-12,,,-1.2157377774659823,2.9341846838075726e-05,-1.4745131029791338,8.951190238637666e-08,-1.489643175175342,2.3041528042361894e-07,-1.076182920356686,8.179087599841118e-05,-1.1306655476547605,2.136170747661473e-05,-1.6139289982739022,3.684496792886402e-09,-1.2415848072453064,3.660997034746604e-06,-1.0214531455832674,0.0001301470329085,-1.5546902756826109,1.65375805778957e-08,-1.2263298963960645,1.3167637818709558e-05,-1.138759109195156,1.573129768658762e-05,-1.4200443630074953,6.846814935332362e-08,,,-1.5334386159203923,3.983024548012002e-08,-1.4191301731528934,1.0170406656862888e-07,-1.486097812267167,7.117873117521249e-08,-1.2590812636643336,7.464688932946196e-06,-0.5107265727915375,-0.6970376268068216,,,,,,,
C11orf9,-1.166306781407331,5.9208466832734935e-12,-1.2371045673101335,3.9466544538221513e-13,-1.3785720624426836,6.149558936628123e-17,,,-1.3721614065318208,3.440211408236078e-17,,,-1.4048674549364495,1.4621284079847035e-18,-1.0339984470217147,5.33738504540368e-09,-1.1536684960932253,2.76541668930436e-12,-1.3805626317081847,2.508623174734723e-17,-1.1985360444072313,4.784763967102531e-12,-1.339316727689701,7.442036681075893e-15,-1.3682854100730206,5.822727578902762e-16,-1.3080517641946845,3.823378180052154e-15,-1.21671601253169,3.291732321204872e-13,-1.2880831798412669,2.657069932510416e-15,-1.4750422717980975,1.5766124437176484e-19,-1.4938133016333426,8.077306025082626e-21,-1.425352751810878,5.561298841093337e-17,-1.2903434900621844,3.2297136695686597e-14,-1.2204869586350904,7.487107533813614e-13,-1.4851656528035926,3.876192012468144e-20,,,-1.392443440707545,3.788435455665352e-17,,,-1.1856701591203802,3.5008631505414627e-12,-1.341221449552522,8.626267297338529e-16,-1.2660765423725049,6.914505911388432e-15,-1.221533782887212,2.604580814980236e-13,-1.482411512155737,7.057816534963754e-20,-1.1677510525511017,1.2657088310125248e-12,,,-0.5169992235108574,-0.6511007740078687,,,,,,,
C11orf92,,,,,,,,,-1.4317085332491677,2.1155708629772204e-09,,,-1.4133733361394458,1.8131384221545092e-08,,,-1.2536586096230502,8.414931707351849e-07,-1.3056146880306223,2.915348717787549e-07,-1.2898742192393935,2.451603449598092e-07,-1.404969628780054,1.17171731690989e-07,,,,,,,-1.79760748532981,1.824769954594328e-13,-1.172156604909069,3.6228714537700895e-06,-1.8587414254502592,1.0993660218956791e-14,-1.3708019707261103,2.567931068788295e-08,,,-1.4008307973520242,3.777930199764606e-08,-1.3509064402552642,2.0921155983433752e-08,,,-1.3774185956309974,2.9723772290166173e-08,-1.1904812078114455,1.0511958905169284e-06,,,,,-1.3186855561710182,5.5524215732424546e-08,-1.279314881738007,4.674142121130074e-07,-1.2834436569407444,2.8392433269074844e-07,-1.27176660152978,1.813071860741389e-07,-1.335596979362058,6.811412621362505e-08,-0.586078302454529,-0.6844364656579648,0.9976227247043419,0.0012701191318159634,,,,,
C11orf93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0360022957077506,7.63596620155395e-08,,,-1.0337303640402125,6.242564939064637e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5168651508072816,-0.5173195343539867,,,,,,,
C12orf53,,,,,,,,,,,1.5599175194910284,9.944193437445244e-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.043364302393399,2.818471286911941e-11,,,,,,,1.4303756330687698,7.382172250890221e-21,,,,,,,1.1878425649471036,5.0488170739660473e-14,,,,,1.1602591980470396,3.910848328410716e-13,0.5216821512107919,0.6275855790169781,,,,,,,
