gene,SubGroup-20220427-060001_log2FoldChange,SubGroup-20220427-060001_padj,SubGroup-20220430-004133_log2FoldChange,SubGroup-20220430-004133_padj,SubGroup-20220429-185614_log2FoldChange,SubGroup-20220429-185614_padj,SubGroup-20220421-205602_log2FoldChange,SubGroup-20220421-205602_padj,SubGroup-20220421-025501_log2FoldChange,SubGroup-20220421-025501_padj,SubGroup-20220429-003157_log2FoldChange,SubGroup-20220429-003157_padj,SubGroup-20220425-064702_log2FoldChange,SubGroup-20220425-064702_padj,SubGroup-20220429-130636_log2FoldChange,SubGroup-20220429-130636_padj,SubGroup-20220425-081002_log2FoldChange,SubGroup-20220425-081002_padj,SubGroup-20220419-183523_log2FoldChange,SubGroup-20220419-183523_padj,SubGroup-20220323-140755_log2FoldChange,SubGroup-20220323-140755_padj,SubGroup-20220324-071315_log2FoldChange,SubGroup-20220324-071315_padj,SubGroup-20220322-054649_log2FoldChange,SubGroup-20220322-054649_padj,SubGroup-20220425-114106_log2FoldChange,SubGroup-20220425-114106_padj,SubGroup-20220419-223032_log2FoldChange,SubGroup-20220419-223032_padj,SubGroup-20220324-221313_log2FoldChange,SubGroup-20220324-221313_padj,SubGroup-20220418-141453_log2FoldChange,SubGroup-20220418-141453_padj,SubGroup-20220423-160346_log2FoldChange,SubGroup-20220423-160346_padj,SubGroup-20220321-233956_log2FoldChange,SubGroup-20220321-233956_padj,SubGroup-20220423-200800_log2FoldChange,SubGroup-20220423-200800_padj,SubGroup-20220428-164506_log2FoldChange,SubGroup-20220428-164506_padj,SubGroup-20220419-225028_log2FoldChange,SubGroup-20220419-225028_padj,SubGroup-20220325-000524_log2FoldChange,SubGroup-20220325-000524_padj,SubGroup-20220501-032700_log2FoldChange,SubGroup-20220501-032700_padj,SubGroup-20220428-005140_log2FoldChange,SubGroup-20220428-005140_padj,SubGroup-20220415-113944_log2FoldChange,SubGroup-20220415-113944_padj,SubGroup-20220422-183229_log2FoldChange,SubGroup-20220422-183229_padj,SubGroup-20220322-212513_log2FoldChange,SubGroup-20220322-212513_padj,SubGroup-20220322-144533_log2FoldChange,SubGroup-20220322-144533_padj,SubGroup-20220415-113406_log2FoldChange,SubGroup-20220415-113406_padj,SubGroup-20220423-182806_log2FoldChange,SubGroup-20220423-182806_padj,SubGroup-20220423-120742_log2FoldChange,SubGroup-20220423-120742_padj,SubGroup-log2FC_median,SubGroup-log2FC_mean,NT-TP_log2FoldChange,pvalue,type,SUPPORT,CONFIDENCE,LIFT,COUNT
IPW,1.4669038629426892,2.623039720967437e-13,1.399908011490009,4.3533881054252253e-13,,,,,,,,,,,,,,,,,1.314477588441324,1.282430663874752e-10,1.1501693663919872,5.0858537465417586e-08,1.1215237590832812,5.80945001671124e-08,,,1.076696388419952,3.741795453382749e-08,1.562763081089761,1.3803106136505038e-15,1.0610218096451356,2.3541391463326258e-07,1.2490004983058998,5.46234629084773e-10,,,,,1.1348138793894609,4.6004161021053574e-08,1.0373215017994133,2.296964678657713e-07,,,1.1405376769141895,1.8504167626085232e-08,1.068516176787845,2.0383920932343066e-07,1.1303578364602838,1.3949278531622633e-08,,,,,1.3170669881121255,1.5227299255860208e-10,1.1384130314680792,1.6331577630843862e-08,1.1791584771656023,5.201646125102276e-09,1.0747036574051692,1.831032751591758e-07,0.5186608686066639,0.5984328529502977,,,,,,,
IQGAP2,,,,,,,,,,,,,-1.1558206085800506,1.4243463431168336e-19,,,-1.0894198547114544,8.785759960251684e-17,-1.0384391134392217,7.284998983593642e-15,-1.0817883084248,5.106792494651969e-16,-1.089281158365832,3.722331328228455e-15,-1.1053420704709134,5.324153267217106e-17,,,,,-1.0159994672998869,3.3275836584089524e-14,-1.1747946017972066,6.480149039113864e-20,-1.127144396174329,9.080684502869782e-18,-1.0123915369507026,7.610076499726608e-15,,,,,-1.0470950441625286,5.40079910308984e-16,,,-1.1365083926319262,2.3864643364545385e-18,,,,,,,-1.0904474457307791,3.987410926339026e-18,,,-1.065795144952171,3.970437849144807e-16,,,,,-0.5061957684753513,-0.5426366521436932,,,Colorectal Neoplasms,3.985413387003567e-05,1.0,1.1832194707896893,8.0
IQSEC3,,,,,,,,,,,1.7173156572855786,1.3174843196291735e-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0255187645380537,4.2715768438469116e-11,,,,,,,,,,,,,,,0.5127593822903848,0.6511187608313466,,,,,,,
IRF4,,,,,,,-1.1525464760779307,1.80832960017211e-10,,,1.4953876660151084,8.867322559917741e-17,,,,,,,,,,,,,,,,,-1.330212129641943,1.7334374156560206e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3100848358238975e-16,-0.14105299136056174,,,Colorectal Neoplasms,5.479943407129905e-05,0.8461538461538461,1.001185706052814,11.0
IRX3,,,,,,,,,,,1.2725365751299464,6.956282472380233e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6362686353790968,0.6362686353790968,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
ISG20,,,-1.026240554437523,4.092081479496591e-17,,,-1.0666500748640009,2.1717750288193686e-20,,,,,,,-1.009769732599432,1.0308936063921305e-16,,,,,,,,,,,-1.1513671252713682,1.2391005100934674e-22,,,,,,,,,,,,,,,-1.0221814217333882,3.699126317775448e-17,,,,,,,,,,,,,,,,,,,,,-0.504884866299716,-0.5255539795641299,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
ISL1,,,-1.0652413666267664,0.0002271831965427,-1.1343686162968414,8.755425724871572e-05,,,-1.6650063092313423,1.2469404988260915e-09,,,-1.058256368660081,0.0001874892307942,-1.020021354289513,0.000408101107287,,,,,,,,,,,,,-1.1924053141007225,3.12565933766713e-05,-1.1889773890910489,2.9373370172830995e-05,,,-1.4240069926018704,4.507704093721088e-07,-1.1736197263085757,4.752350179208636e-05,,,,,-1.3321070366435286,2.5048339122571693e-06,,,-1.0577417816398935,0.0002684077969493,,,-1.0863542663764796,0.0001736337381321,-1.0210526062171943,0.0004324789965868,-1.607542795251813,4.1871206035123695e-09,,,-1.201637546538333,2.5518886298857333e-05,,,,,-0.5100106765212862,-0.6044009246671525,,,Colorectal Neoplasms,4.981766733754459e-06,0.3333333333333333,0.3944064902632297,1.0
ISLR,,,,,,,,,,,1.6159048768959146,1.44179690428555e-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.083811508829177,3.453448517462421e-16,,,,,,,1.4492340096273966,1.8745078826444647e-27,,,,,,,1.1804676527619715,1.0544859955731059e-17,,,1.1233487560562614,1.7294049915666755e-16,1.2485227697532917,5.512554971929835e-19,0.5419057544145888,0.6340919483337386,-0.3117928485987371,0.017286110501168423,Colorectal Neoplasms,4.981766733754459e-06,0.3333333333333333,0.3944064902632297,1.0
ISLR2,1.397171224399547,2.8284015353205163e-18,,,,,,,,,1.6541869696801337,6.748202803831782e-27,1.1675321107403236,1.6114071658028052e-14,,,,,,,1.0714926807846878,7.214468057720125e-11,1.295173801544145,6.851090692606919e-18,1.386503840567982,2.144159493999536e-21,,,,,1.1768483174662807,2.1564629657522158e-13,,,1.096539147192735,1.173098720279676e-12,,,,,1.6071581191961462,2.648102541928629e-26,1.146074558562364,2.846276360877211e-19,,,1.056226405817042,7.938305179930354e-13,1.6276437530234766,6.72765015900368e-25,,,1.1498836323519308,6.6807510676570584e-18,,,1.6615839931622505,2.3470482089781235e-26,1.3558849715278865,1.1176836206804962e-22,1.4365017595289813,2.610941767383086e-20,1.5823508543423632,1.266297732926194e-23,0.5281132029445934,0.6684819812259203,-0.41054657341239803,0.023755194396620438,,,,,
ISM1,1.2897650400034155,1.356348001774912e-10,,,,,,,,,2.263304873005568,3.608688172184413e-33,1.237796677284118,9.474153565324703e-11,,,1.0157953736502707,3.056844607573958e-07,,,1.3115208501692348,3.684056368412888e-11,1.1615861984622915,2.5454073636641996e-09,1.0818948994264244,2.2651396494538e-09,,,,,1.416542678613056,1.5329913227341066e-12,1.0968214593925631,7.152689085512425e-09,1.1518705402239178,3.888353090353299e-09,,,,,1.2744115595105527,1.745615692489308e-10,,,,,,,1.6156376332585427,1.18754225825624e-15,,,,,,,1.9149123195962825,7.302636019406313e-23,1.0580718025457296,1.7642339779909884e-09,1.6999875635301365,1.798816812026028e-18,1.314711336316412,3.3777069262671486e-10,0.5078978396673658,0.6791675445071892,,,Colorectal Neoplasms,9.963533467508918e-06,1.0,1.1832194707896893,2.0
ISM2,1.7098955312009905,9.121532382949532e-08,2.0543246567943125,3.9282551930444035e-12,,,1.6336429068389062,2.1418042315016182e-08,,,1.4461839072954628,3.543255634291543e-07,1.947468402487072,1.8827977318048666e-10,2.1542973550482776,8.892975518802827e-14,2.2951220280293296,1.7383488594185714e-14,2.427160220515346,7.50605653492764e-16,2.463695393101223,1.605258923696746e-15,1.9589831041832508,1.790388683082083e-09,2.130478977904863,1.3698605660069607e-11,2.4487589324284817,2.5202826231646915e-17,1.1378031156274444,0.0002297889320433,2.203602054341361,6.572342927628782e-13,2.494040064414809,1.164256916617178e-16,1.8769636086317047,2.1707008963140123e-09,1.911359268887013,5.488575621950857e-10,1.948615231508777,1.8506296660915509e-10,1.971400071364483,4.805455489545251e-10,1.3652709030292696,1.4590140184574546e-05,1.9813399130031453,2.653654056575725e-11,1.271039003564278,8.461050227028934e-05,1.949248977542117,2.2520150012904283e-10,2.5639531301130134,4.143432513783865e-19,1.5648992891503668,5.601662302102878e-07,2.042491046041634,1.9182758019543485e-12,2.1182724296449007,1.7622700085842443e-11,1.5609954958363497,8.054382013766283e-07,2.271350632393456,5.2338140386359744e-14,1.987674769064124,1.0286443181235415e-10,0.5690164522797438,0.9747488147567178,,,,,,,
ISX,,,1.2155114031704033,1.5863578653841702e-09,1.1285829827233484,4.672105165078413e-09,,,,,,,,,1.1035950182569758,1.2122429151558348e-08,,,,,,,,,1.055337764845823,1.225172551082802e-07,1.2041863524940537,2.035498335698496e-10,1.2118019152661426,9.53587992193444e-10,,,,,,,,,,,,,1.1322928189877597,4.990990422952939e-09,,,1.0670651798696946,3.2158213444502384e-08,,,,,1.1540900458739387,3.0133301561714742e-09,,,,,,,,,,,0.527668943681539,0.568428031967763,,,,,,,
ITGA10,,,,,,,,,,,1.1319663366494064,2.576890810738144e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5659831683247033,0.5659831683247033,,,,,,,
ITGA11,,,,,,,,,,,1.9010987100479653,1.1399743855269369e-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.481415013542705,3.1239580861553834e-22,,,,,,,1.2252286087588715,2.3022967318577826e-15,,,1.256051715070573,5.688280687632285e-17,1.217661607418542,1.078657064958394e-14,0.6088308037092764,0.699116950777086,-0.25961697986792187,0.09478299319021523,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
ITGA4,,,,,,,,,,,1.1085149109957495,3.829721921125701e-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5542574554978748,0.5542574554978748,,,Colorectal Neoplasms,0.00012952593507761591,1.0,1.1832194707896893,26.0
ITGA5,,,,,,,-1.047179207334405,6.141131741469929e-18,,,1.3707750268971464,6.689778835222977e-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0705658707349645e-18,0.06471916391254826,,,Colorectal Neoplasms,0.00015941653548014268,0.9696969696969697,1.147364335311214,32.0
ITGA7,,,,,,,,,,,1.460798044787036,6.775826083781288e-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000545534238273,3.136156181635865e-16,,,,,,,1.1315405740703175,2.8826514566965055e-19,,,,,,,,,,,1.0172402344691256,1.6711555261486636e-16,,,0.5002727671191366,0.5678219060759877,,,Colorectal Neoplasms,4.4835900603790125e-05,0.8181818181818182,0.9680886579188367,9.0
ITGAL,,,,,-1.085602661945683,6.176387310675385e-15,-1.1991764069584323,2.805286580253095e-15,,,1.3673213810225722,5.728883724479699e-22,,,-1.1466948861629105,8.674273707589067e-17,,,,,,,,,,,,,-1.3848090038807188,1.1425998389407676e-26,,,,,,,,,,,,,,,,,,,,,,,,,-1.0420328834578474,3.962191408379603e-14,,,,,,,,,2.8644989922317968e-22,-0.3454611124140747,0.2924066602569164,0.07260142853559595,Colorectal Neoplasms,9.465356794133471e-05,0.8636363636363636,1.02187136113655,19.0
ITGAM,,,,,-1.1261175217276171,1.6953857207968922e-18,-1.1384397510161155,8.006130918671416e-11,-1.0853397419390234,2.631783480250524e-18,1.832320421699196,4.560920216886971e-31,,,-1.1296054904947346,9.884225976503276e-17,,,,,,,,,,,,,-1.2631257500288708,6.515151541214807e-20,,,,,,,,,,,,,,,,,,,1.0315690488907718,1.2551598823119311e-13,,,,,,,,,,,,,,,8.802686181045202e-19,-0.19191591896908047,,,Colorectal Neoplasms,0.0002789789370902497,0.8888888888888888,1.051750640701946,56.0
ITGAX,,,,,,,,,,,1.5096869747745325,2.912316427024404e-32,,,,,,,,,,,,,,,,,-1.0657153774811237,4.9538184324002495e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4769092162001394e-18,0.08879431945868177,,,Colorectal Neoplasms,0.00013948946854512484,1.0,1.1832194707896893,28.0
ITGB2,,,,,-1.1303804023327488,2.148258792389717e-21,-1.1443822351724429,7.338271936082067e-14,-1.0412092670454307,8.959516777388066e-19,1.5198059560539334,1.8883139276617226e-29,,,-1.1226661818184631,1.7483719434616442e-19,,,,,,,,,,,,,-1.3147597483416702,1.9753532590350788e-26,,,,,,,,,,,,,,,,,,,,,,,,,-1.0082070428753012,2.1488156750772854e-17,,,,,,,,,9.886207864813703e-27,-0.34945326143547,,,Colorectal Neoplasms,4.4835900603790125e-05,0.9,1.0648975237107206,9.0
ITGB3,,,,,,,,,,,1.41460286036639,1.321084972846882e-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.707301430183195,0.707301430183195,,,Colorectal Neoplasms,0.00013948946854512484,1.0,1.1832194707896893,28.0
ITGB7,,,-1.158853348119336,9.967788318847808e-20,-1.3759655957424777,1.3880946094712012e-26,-1.0221089374196046,1.512991306419163e-13,-1.2434436448296702,6.245846489554486e-22,,,-1.0177123809391622,5.3971643602555986e-21,-1.150566297281708,1.0808267446707577e-17,,,,,,,,,-1.0571322474861231,9.683282160912725e-19,-1.185103650182411,2.716040786913482e-20,-1.2258787783537457,6.3299095851961525e-21,,,-1.0469881913362535,1.9121981133300136e-19,-1.03010812259585,4.917088830923663e-20,-1.0613528238816303,6.723858934159926e-18,-1.044994523588988,4.214076784779242e-17,,,-1.2172178198841503,1.7543124357955161e-22,,,-1.1791343857447187,3.682182573444526e-24,,,-1.07038163729445,8.514075610072097e-16,-1.1290723603561656,1.475062941741676e-19,-1.3552126814529784,1.932445600888489e-27,,,-1.1508747113712514,7.603455522981871e-23,,,,,-0.5088561904695811,-0.5700245725212847,0.33158616033682614,0.06237950456572096,Colorectal Neoplasms,9.963533467508918e-06,0.6666666666666666,0.7888129805264594,2.0
ITGBL1,1.2489609539374578,6.281785389009072e-09,,,,,,,,,2.311593233408363,4.914160922678756e-31,1.166002214828938,1.3547534615517052e-08,,,,,1.0683078331083953,3.871121672518619e-07,1.1281279794209012,1.3016045749784649e-07,1.053283721569708,5.346623077233178e-07,1.0809617175885722,3.6715401666325946e-08,,,,,1.2900378864941875,1.8487156348416775e-09,,,1.1364532138522738,4.623000003706631e-08,,,,,1.3372500339368127,2.296011921017476e-10,,,,,,,1.8796678417592427,2.9451006567460913e-19,,,,,,,1.575754522645875,1.7620150221123538e-13,1.085158180776692,1.2062930930778111e-08,1.5785016901127946,4.1479753951944793e-14,1.3752513768819723,4.098270331992029e-10,0.5266421281160079,0.672321151538682,,,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0
ITIH4,,,-1.1152249192385495,5.221393517742876e-08,,,-1.0215070300932545,5.518283976397501e-07,-1.3370450509950274,2.0015087081790808e-12,,,,,,,,,,,,,,,,,,,-1.1533214557439229,1.4621515577997889e-08,,,,,,,,,,,,,-1.2398093184683736,7.866952621014994e-11,,,,,,,,,,,-1.0865007962022757,1.9579523530545063e-08,,,-1.1429256614191343,9.315553072556503e-10,,,,,-0.5107535150456265,-0.5738058071967045,,,Colorectal Neoplasms,2.989060040252675e-05,1.0,1.1832194707896893,6.0
ITIH5,,,,,,,,,,,1.3286997274697288,4.319270088553375e-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6643498637348644,0.6643498637348644,,,Colorectal Neoplasms,1.4945300201263376e-05,0.75,0.8874146030922669,3.0
ITK,,,,,-1.0147284363251097,2.6911308134372765e-12,-1.219662787341395,8.803804804111359e-16,,,1.2832148207112573,1.4318243318205282e-18,,,-1.1327911913185351,1.5172580635357076e-15,,,,,,,,,,,,,-1.2235415996821306,1.5248919729565958e-19,,,,,,,,,,,,,,,,,,,,,,,,,-1.0645304275736265,6.96314648970529e-14,,,,,,,,,7.921567645580939e-19,-0.3363107401174444,0.5537834801588415,0.0012457066181936428,Colorectal Neoplasms,0.00021421596955144173,0.8958333333333334,1.0599674425824301,43.0
ITLN1,-1.2523822791075097,0.0002261592251737,,,-2.661659954335807,4.0485789032325116e-15,-1.121117523499391,0.0040806615021866,-2.840842855124999,4.4515980670392545e-18,1.3270267668147693,3.0157873678324864e-06,-2.407016349819601,2.0340301408452303e-11,-1.88321197871114,4.136816947242569e-08,-2.1536292498642555,2.656262557777236e-09,-2.290646489192947,1.2506364590665582e-10,-1.5722509767335364,6.6821112079972894e-06,-3.0034612389417954,2.6000647682371384e-16,-2.4771224631455846,4.910883885845406e-12,-1.721290210101594,1.6265169945046434e-06,,,-2.1395618138955816,2.837310244147553e-09,-2.2002197851564453,6.831273538253754e-10,-2.7360594961351423,1.01125865622738e-14,-2.62994028697518,1.9437703208270122e-14,-1.653370553297293,6.294341789924261e-06,-2.2668880972359853,2.932309099589489e-10,-2.626761446119376,9.989845853629846e-16,-1.905450067310592,7.857540894141568e-08,-2.736176906682279,5.134238791326967e-15,,,-1.548767141434137,9.859194379666497e-06,-2.140524799973135,3.0260247815815747e-10,-3.011550852126066,1.123140012705787e-19,-1.899840125902861,1.8846970933681358e-08,-2.5328370417250503,1.7987219822924476e-13,-1.60941003382306,1.582281152367145e-06,-1.4006459364424713,3.449882230477222e-05,2.2819560341549167e-18,-1.001546417974608,0.9099628665243972,0.043550420351798035,Colorectal Neoplasms,7.970826774007134e-05,0.8888888888888888,1.051750640701946,16.0
ITLN2,-1.9890027343882344,4.9401706640906376e-05,,,-3.737176140130555,4.455611599068976e-16,,,-3.3760195128485053,1.8813882526584875e-13,,,-3.2759438126156,1.6648129166011644e-11,,,-2.0548620314366857,5.0789675409318335e-05,-1.3448629196398754,0.0096740036423379,-1.097209335749931,0.0352640678909478,-2.861901715792628,6.43940008074534e-08,-2.812176878967695,4.2475141380174833e-08,-1.696710322266224,0.0007756654384122,,,-1.708527231635613,0.0011724097063319,-1.5832180992606069,0.0022027852692634,-2.318998125900841,6.665717403561969e-06,-1.859476296343244,0.0002529442755447,-2.1360013453067364,2.670866452825584e-05,-2.725136913694289,1.0450542272980219e-07,-3.0350346843090645,5.1328801916417185e-11,,,-2.228225129485767,1.027007657264437e-05,-1.5153560513298516,0.0013261853169265,-1.4759076662887038,0.0035936297263737,-2.651038686334138,3.495916265434792e-08,-2.495488381250444,2.246603418482112e-07,-2.450997581596628,7.223123331276702e-07,-2.9189146187481048,2.992724981580809e-09,-2.195669778601409,4.899455355533222e-06,-2.7995360067421315,4.958419993869419e-09,-0.5486046678749653,-1.1478789630311454,2.227543270117167,0.0003607498886762418,Colorectal Neoplasms,4.981766733754459e-06,0.3333333333333333,0.3944064902632297,1.0
ITM2A,,,,,-1.232503938870583,2.3593684477564465e-19,,,-1.1569308409481804,4.729452727748819e-18,1.0120944746560427,1.852268541424991e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.137525310036548,2.8086272782712745e-16,,,,,,,,,2.482694786262232e-18,-0.27942951279971295,0.6902999018326298,4.768968673045177e-05,,,,,
ITPR1,,,,,,,,,,,1.3181004523042197,1.1800232444655164e-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6590502261521098,0.6590502261521098,0.20284515216706897,0.0292237540312106,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0
IVL,2.0792034607023195,0.0011980710513845,,,,,-1.3714244853478907,0.0312313881537153,,,3.11792177466099,1.5066109519282189e-06,1.800979187198833,0.0042188515861414,-1.297937586336566,0.0407601190397869,1.3922817376334475,0.0320678586201809,,,3.1133690804519074,6.787512399395846e-07,2.8516443580376065,8.009907175583872e-06,,,,,,,1.6556847589715964,0.011824773772351,2.0990181050561776,0.0008802149275414,2.156358419557694,0.0006905586492419,,,,,,,,,-1.3270643847698067,0.0362633911931498,,,,,,,1.5471990591560396,0.0144737324363725,,,2.127733055059521,0.0010810466033481,,,1.9027180920682163,0.002813804550296,,,0.0316496233869481,0.7115112342367712,,,,,,,
IYD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0290475551494227,5.536274260506045e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5145237775747113,0.5145237775747113,,,,,,,
JAKMIP1,,,-1.3764869616165054,3.0090112102908913e-16,-1.1603736557453703,9.26843633616066e-11,-1.384837120053822,1.6562580470945436e-13,-1.0694132108743148,1.772216035898683e-09,1.1562242878030633,5.4956246829639524e-11,,,-1.2664749959550314,3.992191166507432e-13,,,,,,,,,,,,,-1.7373685435674089,7.057543486642031e-26,,,,,,,,,,,,,-1.00923856923631,1.8062985729619955e-09,,,,,,,,,,,-1.089802419973298,4.91326794579013e-10,,,,,,,,,1.5045056054983229e-16,-0.47040900973689215,0.4632362237233751,0.03779821336046037,,,,,
JAKMIP2,,,,,,,-1.0217937730175175,6.1505485245112334e-09,,,1.852308821262472,7.86960196552529e-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.168023118924436,5.872621432244387e-12,,,,,,,,,,,,,,,3.0782105729717387e-09,0.28550545377200326,,,,,,,
JAM2,1.0662657299397715,9.439606545553707e-17,,,,,-1.016348266124887,3.3603567967616897e-16,,,2.0850024568084677,2.3994846394748733e-49,,,,,,,,,,,,,,,,,,,1.0605627265060968,1.3407147123827473e-17,,,,,,,,,1.0746775066856842,5.773874275023045e-19,,,,,,,1.4284808037960712,2.881165738551433e-26,,,,,,,1.153783626640254,6.6662722483936055e-19,,,1.300948388860975,2.4953509183508674e-26,1.2599002310151757,8.772145208475733e-21,2.1521587256585303e-16,0.49543543179619,,,Colorectal Neoplasms,3.487236713628121e-05,1.0,1.1832194707896893,7.0
JAM3,,,,,,,,,,,1.3425291857005506,3.34300487552998e-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0101946526759151,1.653633637644514e-34,,,,,,,,,,,,,,,0.5050973263379576,0.5715642329428847,,,Colorectal Neoplasms,1.4945300201263376e-05,1.0,1.1832194707896893,3.0
JAZF1,,,,,,,,,,,1.0490569903767253,6.180708205428811e-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5245284951883626,0.5245284951883626,,,Colorectal Neoplasms,1.9927066935017835e-05,1.0,1.1832194707896893,4.0
JPH2,1.1877836520765002,2.9057439743242528e-12,,,,,,,,,2.344025862973097,1.0160921662400209e-51,,,,,,,,,,,,,,,,,,,1.1891046456855534,4.26781177481265e-12,,,,,,,,,1.516680420880841,2.5920421000416385e-21,,,,,,,1.7472202636612797,6.723628397070852e-26,,,,,,,1.42949586864224,3.224607290141017e-17,,,1.5267516647706283,6.983379983640441e-21,1.4504806594293986,3.673517751046136e-17,0.593891826040384,0.763849109656888,,,,,,,
JSRP1,,,,,-1.0972117073644447,1.8855726073300555e-05,,,-1.3270675238110192,9.091740360561954e-08,,,-1.0469934752468486,4.228627097803231e-05,,,,,,,,,-1.111724699032493,3.969090147206433e-05,,,,,,,,,,,,,,,,,,,-1.2231613146775602,1.0587891954640798e-06,,,,,,,,,-1.0499679930846657,3.8787651240699896e-05,,,,,-1.1910994197558809,2.6659321718647737e-06,-1.0138215529646002,5.154241275478066e-05,,,-0.5069107310235983,-0.5628096140211659,,,,,,,
KAL1,,,,,,,,,,,1.216943009473921,1.069131541673105e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.037789192422725,3.228196058091324e-10,,,,,,,,,,,,,,,0.5188945963727722,0.5547253597184689,,,,,,,
KANK2,,,,,,,,,,,1.1247038039051656,2.6404309893599943e-48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5623519019525828,0.5623519019525828,,,,,,,
KANK4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0415718131895664,1.584731008536684e-06,,,,,,,,,,,,,,,,,,,-0.5207851142292789,-0.5207851142292789,,,,,,,
KCNA3,,,,,,,-1.1422841482254422,1.5286193505406259e-09,,,1.5997062653908456,9.566394210950483e-17,,,,,,,,,,,,,,,,,-1.1640502924679224,5.3976496171936695e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6988726405678894e-12,-0.10094688196654332,,,Colorectal Neoplasms,2.989060040252675e-05,0.75,0.8874146030922669,6.0
KCNA6,,,,,-1.315958953220303,7.507377607121633e-09,,,-1.7724921194566443,1.40079025611625e-16,,,-1.4260105779764871,3.607964214785571e-10,,,-1.2379123954396996,9.358888555272665e-08,-1.301262877214505,1.9686280401356598e-08,,,-1.5266578509555149,1.5064740034880298e-10,-1.0845874461305738,6.0001243879433965e-06,,,,,-1.572330133308706,3.443401689378536e-12,-1.0273438245766835,1.3356716157613637e-05,-1.781509688690483,7.638543383600376e-16,-1.0731040033530177,4.517473591817682e-06,,,-1.2873227684369304,3.8016887625716965e-08,-1.8370534260921771,6.2362711817009146e-18,,,-1.4737648596884976,9.168560432255646e-11,,,,,-1.3640656322325388,1.2645414533509179e-09,-1.3731654847656842,9.337174326004303e-10,-1.2785869304765056,1.7556253048622437e-08,-1.7612118681144149,6.0420996482676705e-16,-1.3311247053394355,1.3829969080648316e-09,-1.320716409581646,1.5322031869120623e-09,-0.5136719122883417,-0.6990202392914373,0.8176690008688414,0.004665351578940489,,,,,
KCNAB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0625425143078122,1.2232037728627765e-25,,,0.5312712571539061,0.5312712571539061,,,Colorectal Neoplasms,4.981766733754459e-06,1.0,1.1832194707896893,1.0
KCND2,1.0507977681212377,2.5042483473920313e-08,,,,,-1.6354063399787102,8.61751814230382e-16,,,2.3670008570689878,3.888919783063953e-36,,,-1.2059284479939791,1.31602207650326e-12,,,,,,,,,,,,,-1.2029670109060575,1.0919256103272729e-11,1.092874444976931,2.1284607605569823e-08,,,,,,,,,,,,,,,,,1.7359272308055131,5.071789083348226e-20,,,,,,,1.20027922931656,1.2116454757476535e-09,,,1.302434825856805,9.590687396755296e-12,1.3426000400250664,1.5224183861434677e-11,6.134348298045441e-10,0.28798155454674174,,,,,,,
